ClientID,GPA,FamilyIncome_k,IELTS,ProgramInterest,ScholarshipPreference,CostSensitivity,RecommendedDestination
3748,3.27,49.6,7.2,STEM,Medium,High,Canada
3749,3.77,15.9,8.7,STEM,Medium,Low,Other
3750,2.61,48.8,7.1,Arts,High,High,Canada
3751,2.97,72.6,6.3,Business,Low,Medium,Other
3752,3.33,65.8,6.4,STEM,Medium,High,Poland
3753,3.7,67.4,6.1,Business,Low,Low,Other
3754,3.02,47.5,6.6,Business,Low,Medium,Canada
3755,2.92,41.9,6.5,Business,High,High,Canada
3756,2.41,80.4,5.7,Business,Medium,Medium,Other
3757,3.24,45.1,8.2,Arts,High,High,Canada
3758,4.02,60.9,5.0,STEM,Low,Low,Other
3759,3.31,58.3,7.2,STEM,Low,High,Canada
3760,3.19,84.2,6.4,STEM,Medium,Medium,Other
3761,3.33,74.4,8.4,Arts,High,High,Poland
3762,3.2,29.1,6.8,Technical,High,Low,South Korea
3763,2.87,31.2,6.1,Arts,Low,Low,Other
3764,3.53,66.6,6.3,Arts,Low,Medium,Other
3765,3.29,53.7,6.5,Technical,High,Low,Australia
3766,3.21,45.9,5.4,Business,High,High,Poland
3767,2.81,75.3,5.7,Arts,Medium,Low,Other
3768,3.72,58.7,4.7,Technical,High,Medium,Japan
3769,3.47,56.0,5.6,STEM,Low,Low,Other
3770,2.98,70.6,6.6,Business,Medium,Medium,Other
3771,3.6,47.5,6.8,Arts,Medium,High,Canada
3772,3.0,86.4,4.5,Technical,Medium,Medium,Singapore
3773,2.89,39.2,6.4,Arts,Medium,High,Poland
3774,2.9,68.1,7.1,Arts,Medium,Medium,Australia
3775,2.49,83.7,6.3,Technical,Low,Medium,Singapore
3776,3.39,27.5,5.9,Business,Medium,High,Poland
3777,2.47,48.1,6.1,STEM,Medium,Low,Other
3778,2.71,77.8,6.0,STEM,Medium,Low,Other
3779,2.37,78.1,5.9,Business,High,Low,Poland
3780,3.17,51.6,6.7,Business,High,Medium,Canada
3781,3.14,40.3,8.8,Business,Medium,Medium,Australia
3782,3.07,74.1,5.8,Business,Medium,Medium,Other
3783,2.78,78.7,6.2,Technical,Medium,High,Singapore
3784,2.73,31.7,6.4,STEM,Low,Low,Other
3785,3.39,30.9,5.8,Arts,Medium,Low,Other
3786,2.98,59.5,7.6,Technical,Medium,Medium,Australia
3787,3.33,67.6,4.5,Business,High,Low,Germany
3788,2.85,49.0,6.0,Business,Low,Medium,Other
3789,3.27,68.6,7.3,Arts,Medium,Medium,Canada
3790,3.72,40.8,6.2,Arts,High,Low,France
3791,3.43,12.7,5.7,STEM,Medium,Medium,Other
3792,3.04,46.5,6.9,STEM,Medium,Medium,Australia
3793,3.3,56.3,7.4,STEM,Low,High,Canada
3794,3.1,49.5,6.7,STEM,Low,Medium,Australia
3795,3.2,31.8,5.7,STEM,Medium,Medium,Other
3796,3.07,18.7,7.0,STEM,Low,Medium,Other
3797,3.13,44.7,6.1,Business,High,Medium,Poland
3798,3.28,73.0,7.2,Technical,Medium,High,South Korea
3799,2.8,80.1,8.0,Business,Low,Medium,Other
3800,2.79,78.8,4.5,Technical,Medium,Low,South Korea
3801,2.64,38.7,6.6,Arts,Medium,High,France
3802,2.56,31.9,4.8,Arts,Low,High,France
3803,2.71,64.9,8.9,Business,High,High,Canada
3804,3.26,67.7,6.0,STEM,High,Low,Germany
3805,2.84,63.0,7.2,Arts,Medium,Medium,Canada
3806,3.41,14.7,6.5,Technical,Low,Low,Japan
3807,3.21,37.7,5.7,Business,Low,Medium,Other
3808,2.41,54.4,5.6,STEM,Medium,Medium,Other
3809,3.46,64.7,8.1,Arts,Low,Medium,Australia
3810,3.52,70.3,7.5,STEM,Low,High,USA
3811,2.8,57.9,8.4,STEM,High,High,Canada
3812,3.37,61.6,6.6,Arts,Low,Medium,Australia
3813,2.86,56.7,6.8,Business,High,High,Australia
3814,3.24,68.7,6.2,Business,Medium,High,France
3815,2.69,61.3,6.2,Technical,Medium,High,Japan
3816,2.48,56.3,5.5,Business,Medium,High,Poland
3817,3.05,49.6,6.6,Business,Medium,High,Australia
3818,3.15,56.6,5.7,STEM,High,Medium,Germany
3819,3.04,64.7,6.9,STEM,Medium,High,Australia
3820,2.73,60.3,6.7,Arts,High,High,Australia
3821,3.04,62.6,6.8,Business,Medium,High,Canada
3822,3.31,81.9,8.2,STEM,Low,Medium,Other
3823,3.18,60.3,6.5,STEM,Low,Medium,Canada
3824,3.27,42.0,7.3,Business,Low,Low,Canada
3825,2.93,72.7,8.6,Business,Medium,Low,Other
3826,3.67,27.7,7.8,Business,Low,High,Germany
3827,2.73,33.4,7.7,Business,Medium,High,France
3828,3.4,61.7,6.2,STEM,High,High,Poland
3829,3.67,65.3,6.7,Business,Medium,Low,Canada
3830,3.39,30.1,5.2,Technical,Medium,Medium,Japan
3831,3.12,47.3,7.0,STEM,Low,High,Canada
3832,2.99,42.9,6.8,Business,Medium,High,Canada
3833,3.61,45.3,6.5,Business,High,Medium,Canada
3834,2.63,73.9,7.5,Arts,Low,High,France
3835,2.81,69.1,5.3,STEM,Medium,Low,Other
3836,3.04,54.6,8.1,Technical,Low,Medium,Australia
3837,3.7,44.1,7.4,Business,Low,Medium,Australia
3838,3.35,28.0,6.4,Arts,Medium,Medium,Other
3839,2.81,83.4,6.4,STEM,High,High,Germany
3840,3.08,66.8,7.0,Arts,High,Medium,Australia
3841,2.95,40.9,8.0,Arts,High,Medium,Australia
3842,2.92,69.4,6.6,STEM,Medium,High,Canada
3843,3.59,53.6,6.6,STEM,Medium,Medium,Australia
3844,2.65,49.3,6.5,Business,Low,Low,Australia
3845,3.84,63.7,8.3,STEM,Low,High,Australia
3846,3.53,40.2,6.1,Arts,Low,Medium,Other
3847,3.64,48.1,6.5,STEM,High,High,Australia
3848,3.01,57.4,8.0,STEM,Medium,Medium,Australia
3849,3.14,45.0,6.6,Business,Medium,High,Canada
3850,2.63,68.4,7.6,STEM,High,Medium,Canada
3851,2.99,92.4,5.6,Technical,Low,High,Singapore
3852,3.4,39.9,6.3,Arts,Low,High,Germany
3853,3.72,21.7,8.0,Business,Medium,Medium,Other
3854,2.76,15.0,5.8,Arts,Low,Medium,Other
3855,3.05,52.0,6.3,Arts,High,Low,Germany
3856,3.14,41.7,6.8,STEM,Medium,Medium,Australia
3857,2.64,59.2,5.5,Arts,High,Medium,Germany
3858,3.44,57.7,6.1,STEM,High,Medium,Poland
3859,2.91,22.9,6.6,Business,Low,High,Poland
3860,3.12,18.7,6.5,Business,Low,High,Germany
3861,3.02,60.9,7.8,Arts,Medium,High,Australia
3862,2.88,57.7,8.0,STEM,Medium,High,Australia
3863,3.2,46.5,5.6,STEM,Medium,High,France
3864,3.11,21.9,6.6,Business,Low,Low,Other
3865,3.05,64.4,7.2,STEM,Low,Low,Australia
3866,2.91,80.4,8.0,Arts,Low,Low,Other
3867,3.33,60.6,7.2,Business,Low,Low,Australia
3868,3.86,38.1,6.8,STEM,Medium,Medium,Other
3869,3.26,55.9,7.2,STEM,Medium,High,Australia
3870,3.6,27.7,7.2,Business,High,Medium,Poland
3871,2.64,76.2,5.6,Business,High,Low,France
3872,3.26,56.6,6.7,STEM,Low,Medium,Australia
3873,2.76,19.6,8.0,STEM,Low,Medium,Other
3874,2.61,49.0,6.3,STEM,Medium,High,Poland
3875,2.9,64.3,6.6,STEM,Medium,Medium,Australia
3876,3.68,48.3,6.3,Business,High,High,France
3877,3.58,49.5,4.5,Arts,Medium,High,France
3878,3.3,30.5,6.5,Business,Medium,Low,Other
3879,2.59,66.3,6.8,Arts,Medium,High,Canada
3880,3.12,42.0,6.0,STEM,Low,Low,Other
3881,3.32,11.9,5.3,Business,High,High,Germany
3882,3.27,47.6,5.6,Business,Medium,Low,Other
3883,2.46,74.6,7.3,Business,Medium,Medium,Other
3884,2.84,47.3,8.5,Business,Low,Medium,Canada
3885,3.17,89.8,7.9,Arts,Low,High,Poland
3886,3.41,63.6,5.2,Business,Medium,Medium,Other
3887,2.32,61.8,7.4,STEM,Low,Low,Australia
3888,3.14,52.4,5.8,Business,Medium,High,Poland
3889,3.26,53.6,5.9,Arts,High,High,Germany
3890,3.54,49.7,6.0,Technical,Medium,High,Singapore
3891,3.48,49.0,7.2,Business,Medium,High,Australia
3892,3.43,65.6,7.5,Business,Medium,High,Canada
3893,2.88,36.3,6.4,Business,Low,Medium,Other
3894,2.44,33.5,6.4,Arts,Low,High,France
3895,3.04,32.5,7.0,Technical,Medium,Medium,Japan
3896,3.6,95.9,7.1,Arts,Medium,Low,UK
3897,3.76,65.6,7.7,Business,High,Medium,Canada
3898,3.48,61.1,5.2,STEM,Medium,High,France
3899,3.37,33.8,6.5,Arts,High,Medium,France
3900,3.35,67.5,5.4,Arts,Medium,High,Germany
3901,2.98,52.7,6.4,Arts,Low,High,Germany
3902,3.15,59.3,6.3,STEM,Low,High,France
3903,3.87,35.5,6.5,Business,High,Low,France
3904,2.82,58.2,5.7,STEM,Medium,Medium,Other
3905,3.85,46.5,5.0,Arts,Medium,High,France
3906,3.07,39.7,4.5,STEM,High,Medium,Poland
3907,3.73,69.7,6.4,Business,Medium,High,France
3908,2.64,24.2,6.1,STEM,Medium,Low,Other
3909,3.43,66.3,5.8,STEM,Medium,Low,Other
3910,2.91,68.7,7.8,Business,Low,High,Canada
3911,2.63,37.4,5.6,STEM,Medium,High,France
3912,3.29,38.6,7.9,Business,Low,Medium,Other
3913,3.6,50.5,8.1,Technical,High,Medium,Canada
3914,2.86,60.6,4.5,Technical,Low,High,Japan
3915,2.6,51.9,6.6,STEM,High,Medium,Canada
3916,3.16,63.7,6.1,Arts,High,High,Poland
3917,3.17,90.3,4.5,STEM,High,Medium,Germany
3918,3.42,44.8,5.1,Technical,Medium,High,Japan
3919,3.58,20.7,7.3,Arts,Medium,Medium,Other
3920,3.18,71.5,8.5,STEM,Low,Medium,Other
3921,3.94,88.7,7.4,Business,Low,Medium,USA
3922,3.29,62.9,6.8,STEM,Medium,Medium,Australia
3923,3.06,33.2,6.5,Arts,Medium,Medium,Other
3924,2.56,52.5,8.2,Business,Medium,High,Australia
3925,3.09,32.6,8.6,Business,Low,High,Poland
3926,3.07,67.9,5.9,Business,Low,High,Germany
3927,3.58,28.0,4.5,Technical,Medium,High,Singapore
3928,3.38,49.0,4.5,Technical,Medium,Medium,Japan
3929,2.73,34.9,7.8,Business,Low,High,France
3930,3.27,57.5,6.5,Arts,High,High,Australia
3931,3.47,47.7,6.7,Arts,Medium,Low,Australia
3932,3.81,58.5,4.7,Arts,Medium,Medium,Other
3933,3.56,55.4,5.7,STEM,Low,Medium,Other
3934,3.5,35.3,6.2,STEM,Medium,High,France
3935,3.22,67.5,6.7,STEM,Low,High,Canada
3936,3.36,54.0,6.1,Business,Medium,Medium,Other
3937,3.7,35.2,5.5,STEM,Medium,Low,Other
3938,2.67,99.8,5.7,Business,Medium,High,France
3939,3.06,64.5,7.7,Business,Low,Medium,Australia
3940,2.89,51.9,6.7,Business,Medium,Low,Canada
3941,3.35,83.3,7.1,Business,Medium,Medium,Other
3942,3.69,91.8,5.6,STEM,High,Medium,USA
3943,2.96,52.1,4.5,Arts,Medium,Medium,Other
3944,2.24,61.9,6.0,Technical,Low,Low,South Korea
3945,3.04,35.2,5.6,Business,Medium,Medium,Other
3946,3.57,52.1,6.8,Arts,Low,Low,Australia
3947,3.42,51.0,9.0,STEM,Low,Medium,Canada
3948,3.37,58.7,7.2,Arts,High,Low,Canada
3949,3.09,61.7,9.0,STEM,Low,Low,Australia
3950,2.69,66.2,7.1,Business,Medium,Medium,Australia
3951,3.41,59.8,5.9,STEM,High,Medium,France
3952,2.87,30.8,6.8,Business,Medium,Medium,Other
3953,4.07,36.2,8.3,STEM,Low,Medium,Other
3954,3.43,44.1,8.3,Business,Medium,Low,Canada
3955,2.97,49.4,5.9,STEM,High,High,Germany
3956,2.96,76.0,6.8,Arts,Low,Medium,Other
3957,3.16,31.7,5.1,Business,Low,Medium,Other
3958,3.1,47.9,7.3,STEM,Medium,Medium,Canada
3959,3.65,74.1,8.1,STEM,Medium,Medium,UK
3960,3.27,49.0,6.5,Arts,High,High,Australia
3961,2.91,64.2,5.8,STEM,Medium,Medium,Other
3962,3.96,52.2,6.9,Business,Medium,Low,Canada
3963,3.22,60.1,6.9,Business,Medium,Low,Canada
3964,3.51,50.4,6.6,STEM,Medium,High,Canada
3965,2.96,68.3,6.7,STEM,Low,Medium,Australia
3966,3.35,24.1,6.3,Business,Medium,Low,Other
3967,3.32,47.7,7.5,STEM,Medium,Medium,Australia
3968,2.44,60.9,7.2,STEM,Medium,Medium,Canada
3969,4.01,65.7,5.5,STEM,Medium,High,France
3970,3.72,84.9,5.5,STEM,Medium,Medium,UK
3971,3.04,47.2,6.2,STEM,Medium,Medium,Other
3972,2.76,84.6,7.2,Technical,Medium,Medium,Singapore
3973,3.34,41.8,6.6,Business,High,Medium,Canada
3974,3.23,81.6,5.9,Arts,High,Medium,France
3975,3.34,71.3,6.8,STEM,Medium,Low,Other
3976,3.28,36.7,6.2,STEM,High,Medium,France
3977,3.4,61.1,7.4,Arts,Medium,Medium,Canada
3978,3.78,54.0,6.8,Business,Medium,Low,Canada
3979,3.43,67.5,6.2,STEM,Medium,Low,Other
3980,2.78,50.5,6.7,Business,Low,Low,Canada
3981,3.75,48.9,7.8,Business,Medium,Medium,Canada
3982,3.86,82.4,5.9,Arts,Low,Medium,UK
3983,4.46,53.0,6.9,STEM,Low,High,Canada
3984,2.75,71.5,6.4,Business,Low,High,Poland
3985,3.3,50.5,6.9,Arts,Medium,Medium,Canada
3986,2.37,88.3,5.8,Technical,Low,Medium,South Korea
3987,3.42,41.4,6.6,Arts,Low,High,Canada
3988,2.98,42.7,7.6,STEM,Medium,Low,Australia
3989,3.97,85.5,5.6,Arts,Medium,Medium,UK
3990,2.89,46.1,5.2,Arts,Low,Medium,Other
3991,2.52,87.0,5.2,Arts,Medium,Medium,Other
3992,3.01,72.8,5.3,Arts,Medium,High,Germany
3993,2.41,51.9,7.1,Technical,Low,Low,Canada
3994,3.5,18.7,5.1,STEM,Medium,High,France
3995,2.37,54.6,6.2,STEM,High,Medium,Germany
3996,3.21,57.0,7.1,Arts,Medium,Medium,Canada
3997,2.37,78.3,6.9,STEM,Medium,Medium,Other
3998,3.07,86.8,6.1,STEM,Low,Medium,Other
3999,3.86,41.3,6.7,Business,Medium,High,Canada
4000,3.34,71.0,6.6,Arts,Low,High,Poland
4001,2.85,70.3,6.3,STEM,Medium,Medium,Other
4002,3.19,76.5,6.3,Business,Medium,Medium,Other
4003,3.21,65.0,8.7,STEM,Medium,Medium,Canada
4004,3.39,16.2,7.3,STEM,Medium,High,Poland
4005,2.65,51.9,9.0,STEM,Low,High,Australia
4006,3.44,31.9,6.0,STEM,Medium,Medium,Other
4007,2.12,50.9,6.4,Arts,Low,Medium,Other
4008,2.95,74.6,5.2,Arts,Medium,High,Poland
4009,3.0,61.1,5.7,Arts,High,Medium,Poland
4010,3.45,78.0,8.4,STEM,High,High,Poland
4011,3.21,61.8,6.0,Business,Low,Medium,Other
4012,2.64,29.0,8.4,STEM,Medium,High,Poland
4013,2.81,4.6,5.3,STEM,Medium,Low,Other
4014,3.28,58.0,5.4,Business,Medium,High,Poland
4015,3.17,50.7,6.2,Arts,Medium,Medium,Other
4016,2.97,35.5,6.4,STEM,Medium,Low,Other
4017,3.01,21.0,7.4,STEM,Medium,High,Germany
4018,3.48,40.3,7.0,Technical,Low,Medium,Australia
4019,2.99,51.1,6.1,Business,Medium,High,Germany
4020,3.16,68.3,6.4,Technical,High,High,Japan
4021,4.07,58.8,6.2,Technical,Medium,Medium,Singapore
4022,2.63,87.2,5.6,Business,Medium,Low,Other
4023,2.46,34.3,5.6,STEM,Medium,Medium,Other
4024,3.51,72.6,7.5,Arts,Low,Medium,UK
4025,2.93,55.9,4.7,STEM,Low,Medium,Other
4026,3.07,68.9,8.1,STEM,Medium,Medium,Australia
4027,2.89,46.3,6.2,Arts,Medium,Medium,Other
4028,3.1,76.4,5.7,Business,Low,High,France
4029,3.84,60.9,7.2,STEM,Low,High,Canada
4030,3.52,41.4,8.0,Business,Medium,Medium,Australia
4031,3.54,54.8,7.6,Arts,Medium,Low,Canada
4032,2.63,50.2,7.0,STEM,Low,High,Australia
4033,2.74,64.8,7.6,STEM,Medium,Medium,Australia
4034,2.06,31.4,4.8,STEM,Medium,High,Germany
4035,2.88,54.4,6.0,STEM,Low,High,Germany
4036,3.58,62.9,5.6,Arts,Low,Medium,Other
4037,3.41,55.7,7.7,Arts,Medium,Medium,Canada
4038,3.11,81.9,6.1,Business,Medium,Medium,Other
4039,3.19,70.5,7.3,STEM,Medium,High,France
4040,2.92,54.9,7.0,STEM,Low,Low,Australia
4041,3.28,59.3,5.6,STEM,Low,High,Germany
4042,3.51,60.9,5.9,STEM,Low,Medium,Other
4043,2.55,63.1,7.8,STEM,Medium,Medium,Australia
4044,3.32,18.5,5.7,Business,High,Medium,Poland
4045,3.57,49.0,6.6,STEM,Medium,Low,Canada
4046,3.03,25.3,5.7,Arts,Medium,Medium,Other
4047,3.48,80.6,6.2,Arts,Medium,High,Germany
4048,4.33,53.8,6.5,Business,Medium,High,Australia
4049,3.16,51.1,5.7,STEM,Medium,High,Poland
4050,3.36,72.9,5.5,Arts,Low,High,Poland
4051,2.9,63.4,6.8,Technical,High,Low,Canada
4052,3.27,32.4,5.7,STEM,Low,High,Poland
4053,3.38,53.6,5.7,Arts,Medium,Medium,Other
4054,3.28,48.3,5.6,Arts,Low,Medium,Other
4055,2.79,20.1,6.4,Business,Medium,Low,Other
4056,3.28,41.2,7.4,STEM,High,Medium,Canada
4057,3.78,51.3,8.0,Business,Medium,Medium,Canada
4058,3.38,52.7,5.8,Business,High,High,Poland
4059,3.58,25.4,8.7,Business,High,Medium,Germany
4060,3.11,78.0,5.5,Technical,Low,High,Singapore
4061,3.5,53.0,7.6,Arts,Medium,Low,Australia
4062,3.31,55.8,5.8,STEM,Medium,High,Poland
4063,2.82,63.0,5.6,Business,Medium,High,France
4064,3.33,39.2,5.8,Business,Medium,Medium,Other
4065,2.8,64.1,6.4,STEM,Low,Medium,Other
4066,2.95,47.7,7.1,STEM,Medium,Medium,Australia
4067,3.28,37.1,7.2,Technical,Medium,High,Singapore
4068,3.32,66.5,5.6,Business,Low,High,Poland
4069,2.72,84.8,5.5,STEM,High,High,Germany
4070,3.62,69.5,5.6,STEM,Low,Medium,Other
4071,3.43,73.5,6.4,Business,Medium,Medium,Other
4072,2.92,44.6,6.3,Business,High,Medium,Poland
4073,2.58,23.0,5.5,STEM,Medium,Medium,Other
4074,3.14,84.8,6.8,Business,Medium,Medium,Other
4075,3.02,96.1,8.8,STEM,Low,Low,Other
4076,3.25,85.9,6.0,STEM,High,High,Germany
4077,3.05,48.3,6.1,Business,High,Medium,Poland
4078,2.4,31.9,7.1,STEM,Medium,Medium,Other
4079,3.04,33.7,5.9,Arts,Medium,High,France
4080,3.08,21.3,7.2,STEM,Low,Medium,Other
4081,3.45,52.9,5.8,Business,Medium,High,Poland
4082,2.92,87.1,8.3,STEM,Low,High,Poland
4083,3.87,52.2,6.8,STEM,Low,Medium,Canada
4084,2.44,61.0,5.9,Arts,Medium,High,Poland
4085,3.72,82.5,5.9,Business,Low,High,USA
4086,3.11,46.9,6.0,Arts,Medium,Medium,Other
4087,3.54,95.7,7.9,Business,High,Medium,USA
4088,3.23,94.8,5.2,Business,Medium,High,Poland
4089,3.66,52.4,5.8,Arts,High,High,France
4090,3.05,43.4,5.9,Business,Low,Medium,Other
4091,2.76,68.9,6.5,Business,Medium,Medium,Australia
4092,3.77,48.0,6.2,Arts,Medium,Low,Other
4093,3.15,31.9,5.0,Technical,Medium,High,Singapore
4094,3.29,80.6,6.1,STEM,Medium,High,Poland
4095,3.69,79.3,6.4,Business,Medium,High,USA
4096,2.79,58.1,5.9,STEM,Low,Medium,Other
4097,3.44,29.7,7.2,STEM,High,Medium,France
4098,2.96,30.4,7.4,Business,Low,Medium,Other
4099,3.15,57.1,6.4,Arts,Low,Medium,Other
4100,3.23,45.0,6.7,Business,Medium,Medium,Australia
4101,2.6,48.2,4.5,Arts,High,Low,Poland
4102,2.89,75.4,6.1,STEM,Medium,High,Germany
4103,3.74,69.7,7.5,Business,Low,High,Canada
4104,3.55,82.6,6.1,Technical,High,High,UK
4105,3.17,35.2,5.8,STEM,High,High,Germany
4106,3.3,48.1,8.8,STEM,Medium,Low,Australia
4107,3.08,70.2,8.3,Business,Medium,High,France
4108,3.74,64.0,7.0,Arts,Medium,Medium,Canada
4109,3.12,85.6,7.6,Business,Medium,High,Germany
4110,3.29,63.4,4.5,Business,Medium,High,Germany
4111,3.66,92.0,5.7,Business,High,High,UK
4112,2.89,65.8,6.0,STEM,Medium,High,Poland
4113,3.82,76.2,6.3,Arts,Medium,Medium,UK
4114,2.59,48.5,6.0,STEM,Low,Low,Other
4115,3.85,55.3,4.5,STEM,High,Medium,Poland
4116,3.05,73.2,6.9,Business,Medium,Medium,Other
4117,3.1,87.3,7.0,Arts,Medium,High,Poland
4118,2.44,69.6,8.1,Arts,Medium,Low,Australia
4119,3.02,53.3,5.7,Arts,Medium,High,France
4120,2.78,82.5,5.6,STEM,High,Low,Germany
4121,2.96,11.2,4.5,STEM,Low,Medium,Other
4122,3.15,26.6,6.2,STEM,Medium,High,Poland
4123,3.58,68.6,7.4,Arts,Medium,Medium,Canada
4124,3.28,55.3,5.9,Arts,Low,Low,Other
4125,3.32,67.1,8.6,Technical,Medium,High,Canada
4126,2.76,56.3,6.2,STEM,Medium,High,Poland
4127,2.85,66.4,6.6,Business,Medium,High,Australia
4128,3.92,38.7,5.1,Business,Low,Medium,Other
4129,2.91,66.4,6.8,Arts,Medium,High,Canada
4130,3.86,74.9,4.5,Business,Medium,Medium,USA
4131,3.1,79.4,7.2,Arts,Medium,Low,Other
4132,3.2,95.3,7.2,STEM,Low,Low,Other
4133,3.63,59.9,7.9,STEM,Low,High,Australia
4134,3.71,60.5,5.5,STEM,Medium,Medium,Other
4135,3.16,24.5,6.7,STEM,Medium,High,France
4136,3.04,44.4,7.1,STEM,Medium,Medium,Canada
4137,3.18,51.1,6.9,STEM,High,Low,Canada
4138,3.34,76.0,5.6,STEM,Low,Medium,Other
4139,3.56,42.8,4.5,Business,High,Low,Germany
4140,3.2,70.9,6.8,Arts,Medium,Low,Other
4141,3.45,55.0,6.3,Arts,Medium,High,Germany
4142,3.86,51.5,5.9,STEM,Medium,Medium,Other
4143,3.35,60.0,7.3,STEM,Medium,High,Canada
4144,3.32,47.2,6.5,STEM,Low,High,Canada
4145,2.59,46.4,5.2,Technical,Medium,High,South Korea
4146,2.15,20.9,4.6,Business,High,Low,France
4147,3.36,50.0,5.4,STEM,Medium,Medium,Other
4148,3.16,45.4,8.9,Arts,Medium,Medium,Australia
4149,2.99,44.7,7.2,STEM,High,Medium,Australia
4150,3.3,63.3,6.7,Arts,High,Medium,Australia
4151,3.18,68.2,6.3,STEM,High,Medium,Germany
4152,3.65,59.6,6.3,STEM,Medium,High,Germany
4153,3.23,74.9,7.7,Business,Medium,Medium,Other
4154,2.9,66.5,6.0,Arts,High,Medium,France
4155,3.6,49.1,7.1,Arts,Low,Medium,Canada
4156,3.11,45.7,6.2,Business,High,High,Poland
4157,3.41,61.3,8.4,STEM,Low,High,Australia
4158,3.01,66.5,7.2,Business,Medium,Low,Canada
4159,2.94,83.0,7.7,Technical,High,High,Singapore
4160,3.23,78.8,5.9,Business,Low,Medium,Other
4161,3.21,44.2,7.6,Arts,Medium,High,Australia
4162,3.39,53.0,6.2,Business,Medium,High,France
4163,3.09,68.4,6.6,Business,Medium,High,Australia
4164,2.47,76.4,8.1,Business,Low,Medium,Other
4165,3.03,73.8,5.5,Arts,Medium,Low,Other
4166,3.52,53.7,6.7,Arts,High,High,Canada
4167,3.08,29.9,6.9,Business,High,High,France
4168,3.1,35.0,7.0,Business,Low,Medium,Other
4169,3.59,60.5,6.0,STEM,Medium,High,France
4170,2.92,61.8,8.6,STEM,High,Low,Canada
4171,2.58,33.0,5.2,Technical,Medium,High,Singapore
4172,3.14,55.9,8.0,STEM,Low,Medium,Australia
4173,3.01,67.6,7.7,Arts,Medium,Medium,Canada
4174,2.81,32.0,8.4,Arts,Medium,Medium,Other
4175,3.13,77.1,4.9,Arts,Low,Medium,Other
4176,3.4,47.4,5.6,Technical,High,High,South Korea
4177,3.2,80.2,8.0,Business,Medium,High,France
4178,3.32,44.3,4.6,Arts,Low,Low,Other
4179,3.93,34.5,4.9,STEM,Low,Low,Other
4180,3.06,45.8,6.0,Business,High,High,Germany
4181,3.31,53.1,6.7,Arts,Medium,Low,Australia
4182,3.0,47.2,8.1,STEM,High,Medium,Canada
4183,2.86,50.7,6.3,Arts,Low,Medium,Other
4184,2.97,61.7,5.9,Arts,Low,High,Germany
4185,3.01,51.6,6.8,Arts,Medium,Medium,Canada
4186,3.34,53.7,7.0,STEM,Medium,High,Canada
4187,4.14,20.8,6.9,Business,Low,Medium,Other
4188,2.91,62.8,6.3,STEM,Medium,High,France
4189,3.03,53.2,4.5,Arts,High,Medium,Poland
4190,3.17,87.2,5.6,Business,High,High,Poland
4191,3.36,36.2,7.9,Business,Medium,High,Germany
4192,3.31,18.8,6.7,Business,Low,High,France
4193,3.71,67.4,6.2,STEM,Low,High,Poland
4194,2.23,61.9,7.6,STEM,High,Medium,Canada
4195,2.25,34.8,5.4,STEM,Medium,High,France
4196,3.0,24.4,6.3,Business,Medium,Low,Other
4197,3.64,85.7,6.6,Arts,Low,Medium,UK
4198,2.57,83.3,6.1,STEM,Medium,Medium,Other
4199,2.0,5.3,6.6,STEM,Medium,High,Poland
4200,3.43,45.8,6.3,Business,Medium,Medium,Other
4201,3.3,88.3,5.1,Arts,High,High,Germany
4202,2.76,45.5,6.7,STEM,Medium,Medium,Australia
4203,2.81,45.2,5.2,STEM,Low,High,France
4204,2.81,49.3,6.7,STEM,High,Medium,Australia
4205,3.24,32.6,7.9,STEM,Medium,High,Poland
4206,2.95,20.9,6.2,STEM,Medium,Low,Other
4207,3.4,76.1,5.3,STEM,Medium,High,Poland
4208,2.06,18.1,6.4,Arts,Medium,High,Poland
4209,2.86,59.9,5.7,Business,Medium,Medium,Other
4210,2.75,72.7,7.1,STEM,Low,Low,Other
4211,3.1,26.0,6.4,Business,Medium,Medium,Other
4212,2.98,36.5,8.2,Business,Medium,High,Poland
4213,3.52,79.3,7.7,Technical,High,Medium,USA
4214,2.46,65.7,6.3,STEM,Low,Low,Other
4215,3.22,42.7,7.2,Arts,Medium,High,Australia
4216,3.42,79.0,6.1,Arts,Low,High,Poland
4217,3.94,79.1,6.5,STEM,Medium,Low,USA
4218,3.01,60.4,6.1,Technical,High,Low,Singapore
4219,3.33,37.0,7.3,Business,High,Medium,France
4220,2.48,46.7,7.9,Business,Low,Low,Canada
4221,2.24,60.7,7.3,STEM,Medium,High,Canada
4222,3.54,51.2,7.4,STEM,High,Medium,Australia
4223,3.2,73.8,7.4,Business,High,Medium,Poland
4224,3.67,24.4,7.1,STEM,Medium,Medium,Other
4225,2.65,25.1,5.4,Business,High,Medium,Poland
4226,3.41,58.6,8.2,STEM,Medium,Low,Canada
4227,3.95,45.2,8.3,Business,Medium,High,Canada
4228,3.37,42.5,6.3,Business,Medium,High,France
4229,3.31,19.6,6.1,STEM,High,High,Germany
4230,3.2,55.4,7.1,Business,Medium,Medium,Australia
4231,2.57,53.9,7.1,Business,Medium,High,Australia
4232,3.74,68.1,6.3,STEM,High,Low,Poland
4233,2.96,56.4,5.2,STEM,Medium,High,Poland
4234,3.4,52.3,6.8,STEM,Medium,High,Australia
